"date" "lat_pm" "long_pm" "pm" "lat_aot" "long_aot" "aot"
2009-06-03 21.303382 -157.871171 6.2 21.2 -157.9 0.0887500569224358
2009-06-07 21.303382 -157.871171 6.8 21.2 -157.9 0.189500227570534
2009-06-08 21.303382 -157.871171 4.5 21.2 -157.9 0.173057824373245
2009-06-09 21.303382 -157.871171 2.4 21.2 -157.9 0.0264058411121368
2009-06-11 21.303382 -157.871171 5.2 21.2 -157.9 0.0579204931855202
2009-06-12 21.303382 -157.871171 9 21.2 -157.9 0.0869768559932709
2009-06-13 21.303382 -157.871171 6.2 21.2 -157.9 0.18373729288578
2009-06-15 21.303382 -157.871171 5.6 21.2 -157.9 0.0264058411121368
2009-06-16 21.303382 -157.871171 6.7 21.2 -157.9 0.100638583302498
2009-06-17 21.303382 -157.871171 5.9 21.2 -157.9 0.161814108490944
2009-06-19 21.303382 -157.871171 5.6 21.2 -157.9 0.172695115208626
2009-06-20 21.303382 -157.871171 5.3 21.2 -157.9 0.0903217792510986
2009-06-21 21.303382 -157.871171 6 21.2 -157.9 0.0760152339935303
2009-06-22 21.303382 -157.871171 8.5 21.2 -157.9 0.328817665576935
2009-06-24 21.303382 -157.871171 6.2 21.2 -157.9 0.0855260640382767
2009-06-25 21.303382 -157.871171 6.8 21.2 -157.9 0.0597340166568756
2009-06-28 21.303382 -157.871171 2.7 21.2 -157.9 -0.0774071589112282
2009-06-29 21.303382 -157.871171 5.2 21.2 -157.9 0.12331410497427
2009-06-30 21.303382 -157.871171 4.5 21.2 -157.9 0.0805691331624985
2009-07-01 21.303382 -157.871171 4.7 21.2 -157.9 0.00964100658893585
2009-07-02 21.303382 -157.871171 4 21.2 -157.9 -0.0367846786975861
2009-07-03 21.303382 -157.871171 4.3 21.2 -157.9 0.0618699043989182
2009-07-09 21.303382 -157.871171 7 21.2 -157.9 0.159839406609535
2009-07-10 21.303382 -157.871171 4.5 21.2 -157.9 0.206305339932442
2009-07-11 21.303382 -157.871171 5 21.2 -157.9 0.105837300419807
2009-07-12 21.303382 -157.871171 5.7 21.2 -157.9 0.0999131947755814
2009-07-15 21.303382 -157.871171 4.7 21.2 -157.9 0.0618699043989182
2009-07-16 21.303382 -157.871171 4.1 21.2 -157.9 0.0611713714897633
2009-07-18 21.303382 -157.871171 6 21.2 -157.9 0.18373729288578
2009-07-19 21.303382 -157.871171 6.4 21.2 -157.9 0.253375887870789
2009-07-20 21.303382 -157.871171 4.7 21.2 -157.9 0.105071566998959
2009-07-24 21.303382 -157.871171 10.8 21.2 -157.9 0.0901605635881424
2009-07-28 21.303382 -157.871171 5.2 21.2 -157.9 0.077640675008297
2009-07-29 21.303382 -157.871171 4.8 21.2 -157.9 0.217831268906593
2009-07-30 21.303382 -157.871171 6.3 21.2 -157.9 0.130138233304024
2009-08-05 21.303382 -157.871171 8.2 21.2 -157.9 0.114864528179169
2009-08-06 21.303382 -157.871171 9.7 21.2 -157.9 0.0482887923717499
2009-08-07 21.303382 -157.871171 8.7 21.2 -157.9 0.140535667538643
2009-08-08 21.303382 -157.871171 5 21.2 -157.9 0.109827026724815
2009-08-09 21.303382 -157.871171 5.6 21.2 -157.9 0.0901605635881424
2009-08-10 21.303382 -157.871171 6.2 21.2 -157.9 -0.0294500589370728
2009-08-15 21.303382 -157.871171 9.3 21.2 -157.9 0.104870110750198
2009-08-16 21.303382 -157.871171 10.1 21.2 -157.9 0.0902411639690399
2009-08-17 21.303382 -157.871171 10 21.2 -157.9 0.101202785968781
2009-08-18 21.303382 -157.871171 8.6 21.2 -157.9 0.05731600522995
2009-08-19 21.303382 -157.871171 8.5 21.2 -157.9 0.0714613348245621
2009-08-22 21.303382 -157.871171 11 21.2 -157.9 0.0618699043989182
2009-08-23 21.303382 -157.871171 9.4 21.2 -157.9 0.0264058411121368
2009-08-24 21.303382 -157.871171 10 21.2 -157.9 0.0999131947755814
2009-08-25 21.303382 -157.871171 9.7 21.2 -157.9 0.0805691331624985
2009-08-26 21.303382 -157.871171 8 21.2 -157.9 0.0999937951564789
2009-08-27 21.303382 -157.871171 8.2 21.2 -157.9 0.196593075990677
2009-08-28 21.303382 -157.871171 9.7 21.2 -157.9 0.0995504781603813
2009-08-31 21.303382 -157.871171 8.3 21.2 -157.9 -0.0509703159332275
