"date" "lati_aod" "long_aod" "value_aod" "lati_pm" "long_pm" "value_pm"
"1" 2009-07-01 35 -120.7 0.241366490721703 35.02083 -120.56388 10.9
"2" 2009-07-04 35 -120.7 0.0264058411121368 35.02083 -120.56388 9.9
"3" 2009-07-05 35 -120.7 0.0999131947755814 35.02083 -120.56388 11.7
"4" 2009-07-06 35 -120.7 -0.0294500589370728 35.02083 -120.56388 19
"5" 2009-07-10 35 -120.7 0.0999131947755814 35.02083 -120.56388 10.2
"6" 2009-07-13 35 -120.7 0.109827026724815 35.02083 -120.56388 11
"7" 2009-07-14 35 -120.7 0.140535667538643 35.02083 -120.56388 13.7
"8" 2009-08-03 35 -120.7 0.00964100658893585 35.02083 -120.56388 5
"9" 2009-08-07 35 -120.7 -0.00647903978824615 35.02083 -120.56388 18.6
"10" 2009-08-08 35 -120.7 0.119902029633522 35.02083 -120.56388 17.6
"11" 2009-08-14 35 -120.7 0.328817665576935 35.02083 -120.56388 22.6
"12" 2009-08-21 35 -120.7 0.0999131947755814 35.02083 -120.56388 19.3
"13" 2009-08-24 35 -120.7 0.0618699043989182 35.02083 -120.56388 9.4
"14" 2009-08-25 35 -120.7 0.0350300520658493 35.02083 -120.56388 9.3
"15" 2009-08-29 35 -120.7 0.0618699043989182 35.02083 -120.56388 13.3
"16" 2009-09-02 35 -120.7 0.606001555919647 35.02083 -120.56388 12.5
"17" 2009-09-07 35 -120.7 0.0999131947755814 35.02083 -120.56388 26
"18" 2009-09-09 35 -120.7 0.140535667538643 35.02083 -120.56388 8.3
"19" 2009-09-15 35 -120.7 -0.0578213334083557 35.02083 -120.56388 8.6
"20" 2009-09-16 35 -120.7 0.119902029633522 35.02083 -120.56388 18.8
"21" 2009-09-30 35 -120.7 0.27787834405899 35.02083 -120.56388 8.2
"22" 2009-10-01 35 -120.7 0.0432915687561035 35.02083 -120.56388 7.4
"23" 2009-10-08 35 -120.7 0.18373729288578 35.02083 -120.56388 9.5
"24" 2009-10-09 35 -120.7 0.18373729288578 35.02083 -120.56388 6.3
"25" 2009-10-20 35 -120.7 -0.0534286089241505 35.02083 -120.56388 6.2
"26" 2009-10-21 35 -120.7 -0.0710397511720657 35.02083 -120.56388 14.5
"27" 2009-10-28 35 -120.7 0.0665044188499451 35.02083 -120.56388 7.6
"28" 2009-10-29 35 -120.7 0.0394227653741837 35.02083 -120.56388 7.8
"29" 2009-10-30 35 -120.7 -0.00647903978824615 35.02083 -120.56388 6.3
"30" 2009-11-04 35 -120.7 0.071138933300972 35.02083 -120.56388 7
"31" 2009-11-07 35 -120.7 0.0619505196809769 35.02083 -120.56388 8.2
"32" 2009-11-08 35 -120.7 0.129533767700195 35.02083 -120.56388 6.2
"33" 2009-11-17 35 -120.7 0.0142755061388016 35.02083 -120.56388 6
"34" 2009-11-18 35 -120.7 0.0618699043989182 35.02083 -120.56388 6.5
"35" 2009-11-19 35 -120.7 -0.0142972469329834 35.02083 -120.56388 8.9
"36" 2009-11-25 35 -120.7 0.172695115208626 35.02083 -120.56388 6.7
"37" 2009-11-26 35 -120.7 0.0966488867998123 35.02083 -120.56388 7.2
"38" 2009-11-28 35 -120.7 0.0805691331624985 35.02083 -120.56388 9.1
"39" 2009-11-29 35 -120.7 -0.0578213334083557 35.02083 -120.56388 5.2
"40" 2009-12-08 35 -120.7 -0.00647903978824615 35.02083 -120.56388 10.3
"41" 2009-12-09 35 -120.7 -0.0439580827951431 35.02083 -120.56388 10.4
"42" 2009-12-16 35 -120.7 -0.0439580827951431 35.02083 -120.56388 4.8
"43" 2009-12-23 35 -120.7 0.0527621060609818 35.02083 -120.56388 3.7
"44" 2009-12-24 35 -120.7 0.0350300520658493 35.02083 -120.56388 4.9
"45" 2009-12-25 35 -120.7 -0.0578213334083557 35.02083 -120.56388 5.8
