37.950741,-121.268523
38.201852,-120.681567
36.953256,-120.034203
61.3267,-149.569707
37.487981,-120.837005
39.757371,-121.843286
34.404268,-118.809946
38.558228,-121.492981
42.31411,-122.87923
34.252378,-119.143176
38.66121,-121.73269
34.210154,-118.870496
35.356092,-119.041209
36.332179,-119.291228
39.138773,-121.618549
34.276362,-118.683757
61.2150270007954,-149.903111
36.487823,-117.871036
34.510014,-117.331433
33.901389,-118.205
36.983921,-121.989328
34.1326,-118.1272
37.687526,-121.784217
38.93568,-121.09959
38.613779,-121.368014
32.817978,-116.968133
21.303382,-157.871171
34.19925,-118.53276
42.33155,-122.880266
35.050551,-118.147294
39.0327,-122.92229
34.17605,-118.31712
42.431944,-123.345833
34.1365,-117.92391
43.586389,-119.051111
21.392833,-157.969126
36.10218,-119.566954
21.323745,-158.088613
44.61569,-123.091457
44.943231,-123.006
45.496641,-122.602877
45.266079,-122.832817
44.5884,-123.2673
43.744352,-122.480487
37.348497,-121.894898
34.01194,-118.06995
35.385574,-119.015009
32.7911940008595,-116.942092
33.127711,-117.075325
33.99958,-117.41601
58.388497,-134.567237
37.765946,-122.399044
33.85275,-116.54101
35.03331,-120.584301
33.2170250008652,-117.396158
19.555444,-155.102028
33.94603,-117.40063
33.70853,-116.21537
34.01407,-118.06056
39.808333,-120.471667
33.995638,-117.493304
21.30758,-157.85542
20.780997,-156.446373
21.949599,-159.36624
38.745726,-121.266312
33.79236,-118.17533
19.717562,-155.11053
19.509778,-155.913417
34.06659,-118.22688
45.652231000943,-118.823033
34.671394,-118.131456
39.15047,-123.20655
35.256577,-120.669861
44.053889,-122.937778
36.819111,-119.717356
44.063916,-121.312554
42.536111,-122.875
37.97231,-122.520004
45.768531,-122.7721
44.0625,-121.321667
64.762973,-147.310297
42.190296,-121.731369
42.189215,-120.353969
44.026312,-123.083737
42.220278,-120.432222
43.8345,-123.0353
36.69676,-121.637182
39.338504,-120.171291
40.6918400009328,-122.40179
45.56137,-122.6679
45.535,-122.698889
45.319216,-118.098668
45.602419,-121.203387
45.518294,-122.967048
45.470191,-122.816411
45.261667,-118.041111
33.82376,-118.18921
34.037222,-117.69
38.310942,-122.296189
47.55975,-122.338265
32.79222,-115.56306
40.776944,-124.1775
64.84569,-147.727413
47.61311,-122.20161
47.795,-122.129444
47.383611,-122.232222
47.568236,-122.308628
47.386111,-122.230278
38.556326,-121.458499
47.2656,-122.3858
47.1864,-122.4517
64.840672,-147.722461
45.648333,-122.586944
47.1411,-121.9379
47.755,-122.2806
46.21835,-119.204153
47.49022,-121.77278
45.8639,-122.410889
47.1303,-119.2737
46.9722800009409,-123.83173
48.11697,-123.464555
47.12,-118.3819
48.52059,-122.61428
47.8064,-122.3167
47.660743,-117.358121
48.12919,-122.77897
32.836461,-117.128752
46.72447,-117.18014
48.2469,-121.6031
32.676186,-115.484144
32.701492,-117.149653
39.41174,-123.35264
47.592675,-122.627397
61.534163,-149.031655
47.523611,-122.322778
32.978333,-115.533333
36.72639,-119.733
40.80178,-124.1621
37.338135,-121.849783
34.949147,-120.43763
19.2039,-155.480183
47.672482,-117.364852
37.281598,-120.434992
19.569833,-155.08065
37.535833,-121.961823
39.202935,-122.017728
36.999571,-121.574684
34.427775,-119.691218
47.14,-122.3003
48.054315,-122.171529
46.598056,-120.499167
33.83062,-117.93845
33.63003,-117.67593
34.10002,-117.49201
39.937099,-120.938821
34.264444,-116.864444
19.117561,-155.778136
36.495767,-121.731571
35.62109,-117.67296
45.586944,-122.401667
46.139444,-122.961944
35.322928,-118.999167
36.209286,-121.126371
47.029396,-122.821548
48.76278,-122.44028
48.279907,-117.7133
47.715556,-117.041667
36.844096,-121.362121
46.05881,-118.35147
47.69978,-117.42635
48.544722,-117.903611
34.69,-118.131944
37.308537,-120.480993
41.483333,-120.539167
64.752336,-147.347208
37.64571,-118.96652
37.3062,-121.84885
39.234331,-121.056591
37.936013,-122.026154
33.821353,-117.91427
34.10688,-117.27411
32.631231,-117.059075
39.761538,-121.84162
19.977467,-155.798067
38.102507,-122.237976
40.549985,-122.382011
40.6304000009325,-122.4031
61.205861,-149.824602
47.43061,-120.34195
36.785322,-119.774174
40.71528,-124.20139
44.046696,-123.017704
32.97833,-115.53917
33.447867,-117.088649
