"date" "lat_aod" "long_aod" "value_aod" "lat_pm" "long_pm" "value_pm"
"318" 2008-10-11 33.7 -118.2 0.0999131947755814 33.79236 -118.17533 4.9
"319" 2008-10-12 33.7 -118.2 0.151094272732735 33.79236 -118.17533 8
"320" 2008-10-13 33.7 -118.2 0.265546500682831 33.79236 -118.17533 14.9
"321" 2008-10-14 33.7 -118.2 -0.0538719296455383 33.79236 -118.17533 17.3
"322" 2008-10-15 33.7 -118.2 0.161814108490944 33.79236 -118.17533 15.7
"323" 2008-10-20 33.7 -118.2 0.109827026724815 33.79236 -118.17533 14
"324" 2008-10-21 33.7 -118.2 0.140535667538643 33.79236 -118.17533 23.7
"325" 2008-10-22 33.7 -118.2 0.0999131947755814 33.79236 -118.17533 13.3
"326" 2008-10-23 33.7 -118.2 0.0905232951045036 33.79236 -118.17533 11.2
"327" 2008-11-02 33.7 -118.2 -0.0509703159332275 33.79236 -118.17533 5.4
"328" 2008-11-08 33.7 -118.2 0.0618699043989182 33.79236 -118.17533 14.8
"329" 2008-11-09 33.7 -118.2 0.244308352470398 33.79236 -118.17533 5.2
"330" 2008-11-12 33.7 -118.2 -0.0509703159332275 33.79236 -118.17533 20
"331" 2008-11-14 33.7 -118.2 0.161814108490944 33.79236 -118.17533 28.6
"332" 2008-11-18 33.7 -118.2 0.0853648483753204 33.79236 -118.17533 31.8
"333" 2008-11-19 33.7 -118.2 0.119902029633522 33.79236 -118.17533 27.3
"334" 2008-11-27 33.7 -118.2 0.0999131947755814 33.79236 -118.17533 9.7
"335" 2008-11-29 33.7 -118.2 0.0901605635881424 33.79236 -118.17533 27.4
"336" 2008-11-30 33.7 -118.2 0.0527621060609818 33.79236 -118.17533 27.4
"337" 2008-12-01 33.7 -118.2 0.161814108490944 33.79236 -118.17533 27.7
"338" 2008-12-05 33.7 -118.2 0.109827026724815 33.79236 -118.17533 30.1
"339" 2008-12-06 33.7 -118.2 0.071138933300972 33.79236 -118.17533 12.7
"340" 2008-12-09 33.7 -118.2 0.109827026724815 33.79236 -118.17533 11.7
"341" 2008-12-10 33.7 -118.2 -0.0367846786975861 33.79236 -118.17533 10.6
"342" 2008-12-20 33.7 -118.2 -0.00647903978824615 33.79236 -118.17533 26
"343" 2008-12-26 33.7 -118.2 0.0271312445402145 33.79236 -118.17533 7.2
"344" 2008-12-28 33.7 -118.2 0.0264058411121368 33.79236 -118.17533 12.5
"345" 2008-12-29 33.7 -118.2 -0.0142972469329834 33.79236 -118.17533 14.1
"346" 2009-01-04 33.7 -118.2 0.0999131947755814 33.79236 -118.17533 22.1
"347" 2009-01-07 33.7 -118.2 0.0901605635881424 33.79236 -118.17533 33.1
"348" 2009-01-08 33.7 -118.2 0.194940730929375 33.79236 -118.17533 31.2
"349" 2009-01-13 33.7 -118.2 0.0264058411121368 33.79236 -118.17533 12.7
"350" 2009-01-15 33.7 -118.2 0.043815478682518 33.79236 -118.17533 18
"351" 2009-01-16 33.7 -118.2 0.0179428309202194 33.79236 -118.17533 14.3
"352" 2009-01-17 33.7 -118.2 -0.00575361400842667 33.79236 -118.17533 13.4
"353" 2009-01-18 33.7 -118.2 -0.0242513567209244 33.79236 -118.17533 8.9
"354" 2009-01-25 33.7 -118.2 0.119902029633522 33.79236 -118.17533 6.3
"355" 2009-01-26 33.7 -118.2 0.0782720372080803 33.79236 -118.17533 4.4
"356" 2009-01-30 33.7 -118.2 0.0179428309202194 33.79236 -118.17533 12.2
"357" 2009-02-03 33.7 -118.2 -0.00587451457977295 33.79236 -118.17533 16.1
"358" 2009-02-04 33.7 -118.2 0.0527621060609818 33.79236 -118.17533 9.3
"359" 2009-02-12 33.7 -118.2 0.0758540332317352 33.79236 -118.17533 4.5
"360" 2009-02-14 33.7 -118.2 0.071138933300972 33.79236 -118.17533 8.1
"361" 2009-03-03 33.7 -118.2 0.119902029633522 33.79236 -118.17533 5.4
"362" 2009-03-05 33.7 -118.2 0.0264058411121368 33.79236 -118.17533 5.2
"363" 2009-03-06 33.7 -118.2 0.136304154992104 33.79236 -118.17533 6.2
"364" 2009-03-10 33.7 -118.2 0.151094272732735 33.79236 -118.17533 9.9
"365" 2009-03-12 33.7 -118.2 0.151094272732735 33.79236 -118.17533 7.2
"366" 2009-03-13 33.7 -118.2 0.172695115208626 33.79236 -118.17533 13.9
"367" 2009-03-15 33.7 -118.2 0.161814108490944 33.79236 -118.17533 9
"368" 2009-03-16 33.7 -118.2 0.00964100658893585 33.79236 -118.17533 15.1
"369" 2009-03-23 33.7 -118.2 0.119902029633522 33.79236 -118.17533 8.8
"370" 2009-03-24 33.7 -118.2 0.0621923059225082 33.79236 -118.17533 13.9
"371" 2009-03-27 33.7 -118.2 0.119902029633522 33.79236 -118.17533 11.8
"372" 2009-03-28 33.7 -118.2 0.0921755731105804 33.79236 -118.17533 13.7
"373" 2009-03-31 33.7 -118.2 0.109827026724815 33.79236 -118.17533 13.2
"374" 2009-04-03 33.7 -118.2 0.151094272732735 33.79236 -118.17533 9.6
"375" 2009-04-04 33.7 -118.2 0.140535667538643 33.79236 -118.17533 11.7
"376" 2009-04-05 33.7 -118.2 0.071138933300972 33.79236 -118.17533 9.2
"377" 2009-04-11 33.7 -118.2 0.229518249630928 33.79236 -118.17533 8
"378" 2009-04-12 33.7 -118.2 0.130138233304024 33.79236 -118.17533 8.3
"379" 2009-04-18 33.7 -118.2 0.243945688009262 33.79236 -118.17533 12.9
"380" 2009-04-20 33.7 -118.2 0.130138233304024 33.79236 -118.17533 11.7
"381" 2009-04-21 33.7 -118.2 0.140535667538643 33.79236 -118.17533 14.7
"382" 2009-04-22 33.7 -118.2 0.0527621060609818 33.79236 -118.17533 14.1
"383" 2009-04-26 33.7 -118.2 0.0999131947755814 33.79236 -118.17533 10.2
"384" 2009-04-29 33.7 -118.2 0.217831268906593 33.79236 -118.17533 13.1
"385" 2009-04-30 33.7 -118.2 0.190306261181831 33.79236 -118.17533 12.7
"386" 2009-05-04 33.7 -118.2 0.0618699043989182 33.79236 -118.17533 7.5
"387" 2009-05-08 33.7 -118.2 0.071138933300972 33.79236 -118.17533 11.8
"388" 2009-05-09 33.7 -118.2 0.0999131947755814 33.79236 -118.17533 12.7
"389" 2009-05-10 33.7 -118.2 0.27787834405899 33.79236 -118.17533 14.5
"390" 2009-05-11 33.7 -118.2 0.241366490721703 33.79236 -118.17533 17.1
"391" 2009-05-12 33.7 -118.2 0.130138233304024 33.79236 -118.17533 13.9
"392" 2009-05-13 33.7 -118.2 0.119902029633522 33.79236 -118.17533 13.8
"393" 2009-05-18 33.7 -118.2 0.638564050197601 33.79236 -118.17533 15.8
"394" 2009-05-19 33.7 -118.2 0.229518249630928 33.79236 -118.17533 12.3
"395" 2009-05-20 33.7 -118.2 0.18373729288578 33.79236 -118.17533 10.7
"396" 2009-05-21 33.7 -118.2 0.0904829800128937 33.79236 -118.17533 11.3
"397" 2009-05-24 33.7 -118.2 0.043815478682518 33.79236 -118.17533 8.4
"398" 2009-05-25 33.7 -118.2 0.140535667538643 33.79236 -118.17533 10
"399" 2009-06-04 33.7 -118.2 0.194940730929375 33.79236 -118.17533 3.6
"400" 2009-06-07 33.7 -118.2 0.0698896199464798 33.79236 -118.17533 4.1
"401" 2009-06-09 33.7 -118.2 0.290371358394623 33.79236 -118.17533 7.9
"402" 2009-06-11 33.7 -118.2 0.151094272732735 33.79236 -118.17533 6.2
"403" 2009-06-14 33.7 -118.2 0.229518249630928 33.79236 -118.17533 5.7
"404" 2009-06-16 33.7 -118.2 0.151094272732735 33.79236 -118.17533 6
"405" 2009-06-17 33.7 -118.2 0.265546500682831 33.79236 -118.17533 10.4
"406" 2009-06-18 33.7 -118.2 0.140535667538643 33.79236 -118.17533 11.6
"407" 2009-06-19 33.7 -118.2 0.18373729288578 33.79236 -118.17533 12.4
"408" 2009-06-22 33.7 -118.2 0.217831268906593 33.79236 -118.17533 11.2
"409" 2009-06-23 33.7 -118.2 0.193852692842484 33.79236 -118.17533 12.2
"410" 2009-06-24 33.7 -118.2 0.217831268906593 33.79236 -118.17533 10.1
"411" 2009-06-25 33.7 -118.2 0.235925912857056 33.79236 -118.17533 12.6
"412" 2009-06-26 33.7 -118.2 0.161814108490944 33.79236 -118.17533 17.4
"413" 2009-06-27 33.7 -118.2 0.130138233304024 33.79236 -118.17533 15.3
"414" 2009-06-28 33.7 -118.2 0.152383878827095 33.79236 -118.17533 16.6
"415" 2009-07-02 33.7 -118.2 0.15161819756031 33.79236 -118.17533 12.1
"416" 2009-07-03 33.7 -118.2 0.241366490721703 33.79236 -118.17533 14
"417" 2009-07-04 33.7 -118.2 0.071138933300972 33.79236 -118.17533 14.8
"418" 2009-07-05 33.7 -118.2 0.140858069062233 33.79236 -118.17533 8.7
"419" 2009-07-06 33.7 -118.2 0.0904829800128937 33.79236 -118.17533 9.2
"420" 2009-07-07 33.7 -118.2 0.109827026724815 33.79236 -118.17533 9.9
"421" 2009-07-10 33.7 -118.2 0.0999131947755814 33.79236 -118.17533 10.8
"422" 2009-07-12 33.7 -118.2 0.0901605635881424 33.79236 -118.17533 9.4
"423" 2009-07-13 33.7 -118.2 0.0618699043989182 33.79236 -118.17533 11
"424" 2009-07-14 33.7 -118.2 0.157085582613945 33.79236 -118.17533 13.6
"425" 2009-07-15 33.7 -118.2 0.18373729288578 33.79236 -118.17533 14.3
"426" 2009-07-16 33.7 -118.2 0.119902029633522 33.79236 -118.17533 9.9
"427" 2009-07-17 33.7 -118.2 0.185026958584785 33.79236 -118.17533 11.3
"428" 2009-07-19 33.7 -118.2 0.0805691331624985 33.79236 -118.17533 8.9
"429" 2009-07-23 33.7 -118.2 0.115348115563393 33.79236 -118.17533 10.7
"430" 2009-07-24 33.7 -118.2 0.176644533872604 33.79236 -118.17533 10.6
"431" 2009-07-25 33.7 -118.2 0.355254471302032 33.79236 -118.17533 11.5
"432" 2009-07-26 33.7 -118.2 0.229518249630928 33.79236 -118.17533 9.7
"433" 2009-07-31 33.7 -118.2 0.172695115208626 33.79236 -118.17533 9.4
"434" 2009-08-01 33.7 -118.2 0.206305339932442 33.79236 -118.17533 9.5
"435" 2009-08-02 33.7 -118.2 0.104870110750198 33.79236 -118.17533 12.7
"436" 2009-08-03 33.7 -118.2 0.043815478682518 33.79236 -118.17533 6.8
"437" 2009-08-04 33.7 -118.2 0.0901605635881424 33.79236 -118.17533 7.2
"438" 2009-08-05 33.7 -118.2 -0.00647903978824615 33.79236 -118.17533 6.3
"439" 2009-08-08 33.7 -118.2 0.0901605635881424 33.79236 -118.17533 11
"440" 2009-08-10 33.7 -118.2 0.206305339932442 33.79236 -118.17533 13.8
"441" 2009-08-11 33.7 -118.2 0.241366490721703 33.79236 -118.17533 13.1
"442" 2009-08-12 33.7 -118.2 0.193892955780029 33.79236 -118.17533 16.2
"443" 2009-08-13 33.7 -118.2 0.656645357608795 33.79236 -118.17533 11.8
"444" 2009-08-14 33.7 -118.2 0.161814108490944 33.79236 -118.17533 11.5
"445" 2009-08-15 33.7 -118.2 0.217831268906593 33.79236 -118.17533 17
"446" 2009-08-17 33.7 -118.2 0.241366490721703 33.79236 -118.17533 23.6
"447" 2009-08-20 33.7 -118.2 0.290371358394623 33.79236 -118.17533 14.3
"448" 2009-08-21 33.7 -118.2 0.0618699043989182 33.79236 -118.17533 12.8
"449" 2009-08-23 33.7 -118.2 0.0774660408496857 33.79236 -118.17533 10.7
"450" 2009-08-24 33.7 -118.2 0.0618699043989182 33.79236 -118.17533 14.2
"451" 2009-08-25 33.7 -118.2 0.071138933300972 33.79236 -118.17533 13.3
"452" 2009-08-26 33.7 -118.2 0.119902029633522 33.79236 -118.17533 13.2
"453" 2009-08-29 33.7 -118.2 0.0527621060609818 33.79236 -118.17533 14.7
"454" 2009-08-30 33.7 -118.2 0.303025603294373 33.79236 -118.17533 14.5
"455" 2009-08-31 33.7 -118.2 0.18373729288578 33.79236 -118.17533 12.8
"456" 2009-09-01 33.7 -118.2 0.452861309051514 33.79236 -118.17533 10.2
"457" 2009-09-02 33.7 -118.2 0.697120070457458 33.79236 -118.17533 15.4
"458" 2009-09-03 33.7 -118.2 0.230243623256683 33.79236 -118.17533 9.9
"459" 2009-09-07 33.7 -118.2 -0.00200571119785309 33.79236 -118.17533 10
"460" 2009-09-09 33.7 -118.2 0.148232951760292 33.79236 -118.17533 11
"461" 2009-09-10 33.7 -118.2 0.109827026724815 33.79236 -118.17533 11.4
"462" 2009-09-12 33.7 -118.2 0.167254611849785 33.79236 -118.17533 12.1
"463" 2009-09-13 33.7 -118.2 -0.0294500589370728 33.79236 -118.17533 7.4
"464" 2009-09-16 33.7 -118.2 0.151094272732735 33.79236 -118.17533 8.5
"465" 2009-09-19 33.7 -118.2 0.151094272732735 33.79236 -118.17533 13.2
"466" 2009-09-20 33.7 -118.2 0.0971459150314331 33.79236 -118.17533 11.4
"467" 2009-09-21 33.7 -118.2 0.0666656196117401 33.79236 -118.17533 12.5
"468" 2009-09-22 33.7 -118.2 0.0908859670162201 33.79236 -118.17533 12
"469" 2009-09-29 33.7 -118.2 0.18373729288578 33.79236 -118.17533 12.3
"470" 2009-09-30 33.7 -118.2 0.140616253018379 33.79236 -118.17533 9.6
"471" 2009-10-01 33.7 -118.2 0.00972160696983337 33.79236 -118.17533 9.7
"472" 2009-10-02 33.7 -118.2 -0.114684730768204 33.79236 -118.17533 8.6
"473" 2009-10-08 33.7 -118.2 0.140535667538643 33.79236 -118.17533 9.8
"474" 2009-10-10 33.7 -118.2 0.0950368791818619 33.79236 -118.17533 11.7
"475" 2009-10-11 33.7 -118.2 -0.0139748379588127 33.79236 -118.17533 9.7
"476" 2009-10-19 33.7 -118.2 0.104870110750198 33.79236 -118.17533 6.7
"477" 2009-10-20 33.7 -118.2 0.0142755061388016 33.79236 -118.17533 6.5
"478" 2009-10-22 33.7 -118.2 0.071138933300972 33.79236 -118.17533 11.7
"479" 2009-10-30 33.7 -118.2 -0.0274350643157959 33.79236 -118.17533 7.7
"480" 2009-10-31 33.7 -118.2 -0.0774071589112282 33.79236 -118.17533 13.1
"481" 2009-11-06 33.7 -118.2 0.130138233304024 33.79236 -118.17533 12.5
"482" 2009-11-07 33.7 -118.2 0.172695115208626 33.79236 -118.17533 19.5
"483" 2009-11-08 33.7 -118.2 0.119902029633522 33.79236 -118.17533 36.5
"484" 2009-11-09 33.7 -118.2 0.0665044188499451 33.79236 -118.17533 25.9
"485" 2009-11-10 33.7 -118.2 0.0618699043989182 33.79236 -118.17533 16.3
"486" 2009-11-16 33.7 -118.2 0.043815478682518 33.79236 -118.17533 9.1
"487" 2009-11-17 33.7 -118.2 0.05731600522995 33.79236 -118.17533 12.1
"488" 2009-11-18 33.7 -118.2 0.0451050698757172 33.79236 -118.17533 20.5
"489" 2009-11-19 33.7 -118.2 0.043815478682518 33.79236 -118.17533 20.4
"490" 2009-11-20 33.7 -118.2 0.0350300520658493 33.79236 -118.17533 18.6
"491" 2009-11-24 33.7 -118.2 0.0901605635881424 33.79236 -118.17533 13.6
"492" 2009-11-25 33.7 -118.2 0.043815478682518 33.79236 -118.17533 14.3
"493" 2009-11-26 33.7 -118.2 0.0179428309202194 33.79236 -118.17533 11.4
"494" 2009-11-28 33.7 -118.2 0.0540516972541809 33.79236 -118.17533 6
"495" 2009-11-29 33.7 -118.2 0.0350300520658493 33.79236 -118.17533 9.9
"496" 2009-11-30 33.7 -118.2 -0.0955421850085258 33.79236 -118.17533 13.5
"497" 2009-12-04 33.7 -118.2 0.0618699043989182 33.79236 -118.17533 22.5
"498" 2009-12-08 33.7 -118.2 0.043815478682518 33.79236 -118.17533 7.9
"499" 2009-12-09 33.7 -118.2 0.00150038301944733 33.79236 -118.17533 9.1
"500" 2009-12-14 33.7 -118.2 0.0805691331624985 33.79236 -118.17533 8.3
"501" 2009-12-18 33.7 -118.2 0.0179428309202194 33.79236 -118.17533 23.1
"502" 2009-12-23 33.7 -118.2 0.0618699043989182 33.79236 -118.17533 6.5
"503" 2009-12-25 33.7 -118.2 0.043815478682518 33.79236 -118.17533 46.2
"504" 2009-12-28 33.7 -118.2 0.0618699043989182 33.79236 -118.17533 13.3
"505" 2009-12-29 33.7 -118.2 -0.0294500589370728 33.79236 -118.17533 13.7
